#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 UNSTEADY SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX  THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     K.KK ALPHA: Angle of attack for the solution
#                     L    GRID LEVEL: 1, 2, 3, 4, 5, or 6
#                     EXAMPLE: 007.02 - ALPHA 2.50 - GRID 3 - WING SECTION  1
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#             CP_AVG:   Time-averaged coefficient of pressure
#             CP_RMS:   Root mean square of instantaneous coefficient of pressure
#             CF_AVG:   Time-averaged skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#             CF_RMS:   Root mean square of skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "041.02"
# Column       1     2     3     4       5          6          7          8
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP_AVG"   "CP_RMS"   "CF_AVG"   "CF_RMS"


#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "041"
DATASETAUXDATA SubmissionDate  = "2026-05-01"
DATASETAUXDATA Name            = "Alexander Doriski"
DATASETAUXDATA Email           = "Alexander.W.Doriski@L3Harris.com"
DATASETAUXDATA Institution     = "L3Harris Greenville,TX"
DATASETAUXDATA SolverName      = "FUN3D 14.1"
DATASETAUXDATA BasicAlgorithm  = "DDES"
DATASETAUXDATA TurbulenceModel = "SA-neg"
DATASETAUXDATA GridId          = "wbh_aoa484_buffet_deformed_Level-3"
DATASETAUXDATA Notes           = "Node Centered Finite Volume, tunnel scale, inches"


ZONE T="041.02 - SECTION E-E"
AUXDATA GridLevel       = "3"
AUXDATA Mach            = "0.85"
AUXDATA Re              = "1515000.0"
AUXDATA Alpha           = "4.84"
AUXDATA Tstatic         = "282.2K"
AUXDATA GridFileName    = "wbh_aoa484_buffet_deformed_Level-3"
3.41521870e+01  1.25427860e+01  4.22846600e+00  9.62206293e-01  1.80511000e-01  2.27650000e-02  -999  -999
3.41485470e+01  1.25427860e+01  4.22863700e+00  9.61527982e-01  1.81448000e-01  2.26500000e-02  -999  -999
3.41336880e+01  1.25427860e+01  4.22933700e+00  9.58759018e-01  1.85271000e-01  2.21770000e-02  -999  -999
3.41154030e+01  1.25427860e+01  4.22999400e+00  9.55351622e-01  1.89004000e-01  2.16730000e-02  -999  -999
3.41141060e+01  1.25427860e+01  4.23004000e+00  9.55109927e-01  1.89271000e-01  2.16370000e-02  -999  -999
3.40919780e+01  1.25427860e+01  4.23058400e+00  9.50986390e-01  1.93245000e-01  2.10740000e-02  -999  -999
3.40814780e+01  1.25427860e+01  4.23072500e+00  9.49029723e-01  1.94685000e-01  2.08400000e-02  -999  -999
3.40695760e+01  1.25427860e+01  4.23088200e+00  9.46811794e-01  1.96268000e-01  2.05770000e-02  -999  -999
3.40464360e+01  1.25427860e+01  4.23091800e+00  9.42499672e-01  1.98658000e-01  2.01170000e-02  -999  -999
3.40463030e+01  1.25427860e+01  4.23091800e+00  9.42474887e-01  1.98672000e-01  2.01140000e-02  -999  -999
3.40214860e+01  1.25427860e+01  4.23067000e+00  9.37850258e-01  2.00053000e-01  1.97050000e-02  -999  -999
3.40120600e+01  1.25427860e+01  4.23047300e+00  9.36093729e-01  2.00435000e-01  1.95670000e-02  -999  -999
3.39951790e+01  1.25427860e+01  4.23011500e+00  9.32947967e-01  2.01173000e-01  1.93060000e-02  -999  -999
3.39754550e+01  1.25427860e+01  4.22949500e+00  9.29272415e-01  2.01636000e-01  1.90060000e-02  -999  -999
3.39691420e+01  1.25427860e+01  4.22929500e+00  9.28095992e-01  2.01781000e-01  1.89140000e-02  -999  -999
3.39418810e+01  1.25427860e+01  4.22814500e+00  9.23015924e-01  2.01318000e-01  1.86220000e-02  -999  -999
3.39416170e+01  1.25427860e+01  4.22813100e+00  9.22966728e-01  2.01310000e-01  1.86190000e-02  -999  -999
3.39114670e+01  1.25427860e+01  4.22652800e+00  9.17348298e-01  2.00512000e-01  1.83110000e-02  -999  -999
3.39062710e+01  1.25427860e+01  4.22620100e+00  9.16380027e-01  2.00276000e-01  1.82650000e-02  -999  -999
3.38852490e+01  1.25427860e+01  4.22488600e+00  9.12462593e-01  1.99058000e-01  1.80770000e-02  -999  -999
3.38527940e+01  1.25427860e+01  4.22256600e+00  9.06414627e-01  1.97024000e-01  1.78240000e-02  -999  -999
3.38399390e+01  1.25427860e+01  4.22151100e+00  9.04019108e-01  1.96014000e-01  1.77340000e-02  -999  -999
3.38158430e+01  1.25427860e+01  4.21955000e+00  8.99528836e-01  1.94029000e-01  1.75710000e-02  -999  -999
3.37763520e+01  1.25427860e+01  4.21591700e+00  8.92169717e-01  1.90236000e-01  1.73010000e-02  -999  -999
3.37657480e+01  1.25427860e+01  4.21483800e+00  8.90193669e-01  1.89046000e-01  1.72470000e-02  -999  -999
3.37373300e+01  1.25427860e+01  4.21195200e+00  8.84897996e-01  1.85865000e-01  1.70930000e-02  -999  -999
3.36976290e+01  1.25427860e+01  4.20758900e+00  8.77499744e-01  1.80881000e-01  1.68780000e-02  -999  -999
3.36893320e+01  1.25427860e+01  4.20661200e+00  8.75953604e-01  1.79769000e-01  1.68380000e-02  -999  -999
3.36561080e+01  1.25427860e+01  4.20270600e+00  8.69762336e-01  1.75342000e-01  1.66740000e-02  -999  -999
3.36122530e+01  1.25427860e+01  4.19722400e+00  8.61589989e-01  1.68918000e-01  1.64540000e-02  -999  -999
3.36055990e+01  1.25427860e+01  4.19634500e+00  8.60350021e-01  1.67865000e-01  1.64210000e-02  -999  -999
