#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 UNSTEADY SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title 027.03: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX  THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     K.KK ALPHA: Angle of attack for the solution
#                     L    GRID LEVEL: 1, 2, 3, 4, 5, or 6
#                     EXAMPLE: 007.02 - ALPHA 2.50 - GRID 3 - WING SECTION  1
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#             CP_AVG:   Time-averaged coefficient of pressure
#             CP_RMS:   Root mean square of instantaneous coefficient of pressure
#             CF_AVG:   Time-averaged skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#             CF_RMS:   Root mean square of skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "027.03"
# Column       1     2     3     4       5          6          7          8
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP_AVG"   "CP_RMS"   "CF_AVG"   "CF_RMS"


#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "027.03"
DATASETAUXDATA SubmissionDate  = "13/05/2025"
DATASETAUXDATA Name            = "Michael Candon, Truman Gerner"
DATASETAUXDATA Email           = "candon.michael@rmit.edu.au, s4134495@student.rmit.edu.au"
DATASETAUXDATA Institution     = "RMIT"
DATASETAUXDATA SolverName      = "Fluent 2024 R2"
DATASETAUXDATA BasicAlgorithm  = "URANS"
DATASETAUXDATA TurbulenceModel = "SST-kw (with curvature correction)"
DATASETAUXDATA GridId          = "Multiblock hexahedral"
DATASETAUXDATA Notes           = "For GRID_SIZE: L3, ALPHA: 3.10 - Buffet was not observed, however, simulation was not run for long enough to achieve a completely stable flowfield. For GRID_SIZE: L2, ALPHA: 3.10 - Buffet was observed, but the simulation was not run for long enough to achieve a stable flow LCO. We recorded our surface data every 10 physical time-steps. The dt, CTU-start, and CTU-average are given based on our flow-field sampling frequency, not the physical time-step used in the CFD simulation which is an order of magnitude smaller."


ZONE T="027.03 - ALPHA 3.10 - GRID 1"
AUXDATA GridLevel       = "1"
AUXDATA Mach            = "0.7300"
AUXDATA Re              = "3e6"
AUXDATA Alpha           = "3.10"
AUXDATA Tstatic         = "271"
AUXDATA CLtotal         = "0.89475"
AUXDATA Eta             = "1.7894e-5"
AUXDATA Dt              = "5e-5"
AUXDATA CtuStart        = "235.66490"
AUXDATA CtuAvg          = "3000"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Structured_Level-1"

	0.22979  -0.0115  0.00061646  0.99908  -0.037317  0.044719  0.00017177  0.00019052
	0.2298  -0.0115  0.00061419  0.99913  -0.037297  0.044695  0.00017542  0.00019415
	0.22981  -0.0115  0.00061203  0.99918  -0.037278  0.044673  0.00017933  0.0001981
	0.22982  -0.0115  0.00060997  0.99922  -0.037262  0.044651  0.0001835  0.00020239
	0.22983  -0.0115  0.000608  0.99926  -0.037247  0.044631  0.00018796  0.00020703
	0.22984  -0.0115  0.00060614  0.99931  -0.037235  0.044612  0.00019272  0.00021206
	0.22985  -0.0115  0.00060436  0.99935  -0.037224  0.044594  0.00019781  0.00021748
	0.22986  -0.0115  0.00060266  0.99938  -0.037216  0.044577  0.00020323  0.00022334
	0.22987  -0.0115  0.00060105  0.99942  -0.037209  0.044562  0.00020902  0.00022966
	0.22987  -0.0115  0.00059951  0.99945  -0.037204  0.044547  0.0002152  0.00023646
	0.22988  -0.0115  0.00059805  0.99949  -0.037202  0.044533  0.00022179  0.00024377
	0.22989  -0.0115  0.00059666  0.99952  -0.037201  0.044521  0.00022882  0.00025163
	0.2299  -0.0115  0.00059533  0.99955  -0.037202  0.044509  0.00023632  0.00026008
	0.2299  -0.0115  0.00059407  0.99957  -0.037205  0.044499  0.00024433  0.00026914
	0.22991  -0.0115  0.00059286  0.9996  -0.037209  0.04449  0.00025286  0.00027886
	0.22991  -0.0115  0.00059172  0.99963  -0.037216  0.044481  0.00026198  0.00028928
	0.22992  -0.0115  0.00059062  0.99965  -0.037225  0.044474  0.00027171  0.00030045
	0.22993  -0.0115  0.00058958  0.99967  -0.037236  0.044468  0.00028209  0.00031242
	0.22993  -0.0115  0.00058859  0.9997  -0.037249  0.044463  0.00029318  0.00032524
	0.22993  -0.0115  0.00058765  0.99972  -0.037264  0.044459  0.00030503  0.00033898
	0.22994  -0.0115  0.00058675  0.99974  -0.037282  0.044456  0.0003177  0.00035372
	0.22994  -0.0115  0.0005859  0.99976  -0.037302  0.044454  0.00033126  0.00036953
	0.22995  -0.0115  0.00058508  0.99977  -0.037324  0.044454  0.00034576  0.0003865
	0.22995  -0.0115  0.00058431  0.99979  -0.037349  0.044456  0.00036129  0.00040473
	0.22996  -0.0115  0.00058357  0.99981  -0.037377  0.044459  0.00037795  0.00042435
	0.22996  -0.0115  0.00058286  0.99982  -0.037408  0.044464  0.00039584  0.00044549
	0.22996  -0.0115  0.00058219  0.99984  -0.037442  0.044471  0.0004151  0.00046834
	0.22997  -0.0115  0.00058156  0.99985  -0.037479  0.044479  0.0004359  0.00049308
	0.22997  -0.0115  0.00058095  0.99987  -0.03752  0.044491  0.0004584  0.00051995
	0.22997  -0.0115  0.00058037  0.99988  -0.037566  0.044505  0.00048283  0.00054924
	0.22998  -0.0115  0.00057982  0.99989  -0.037616  0.044522  0.00050951  0.00058134
	0.22998  -0.0115  0.00057929  0.9999  -0.037672  0.044543  0.0005388  0.00061671
	0.22998  -0.0115  0.00057879  0.99991  -0.037733  0.044569  0.00057118  0.00065595
	0.22998  -0.0115  0.00057832  0.99992  -0.037802  0.0446  0.00060729  0.00069983
	0.22998  -0.0115  0.00057786  0.99993  -0.037879  0.044637  0.00064801  0.00074943
	0.22999  -0.0115  0.00057743  0.99994  -0.037966  0.044682  0.00069463  0.00080627
	0.22999  -0.0115  0.00057702  0.99995  -0.038065  0.044739  0.0007491  0.00087257
	0.22999  -0.0115  0.00057663  0.99996  -0.038181  0.044809  0.00081372  0.00095125
	0.22999  -0.0115  0.00057625  0.99997  -0.03832  0.044905  0.0008918  0.0010461
	0.23  -0.0115  0.0005759  0.99998  -0.038491  0.045048  0.00099109  0.0011664
	0.23  -0.0115  0.00057556  0.99999  -0.038705  0.045265  0.0012156  0.0014025
	0.23  -0.0115  0.00057524  0.99999  -0.038944  0.04545  0.0017043  0.0019149
	0.23  -0.0115  0.00057493  1.0  -0.039252  0.045154  0.0017886  0.001963
	0.23  -0.0115  -0.00057264  1.0  -0.043083  0.049137  0.0016309  0.0016312
	0.23  -0.0115  -0.00057424  1.0  -0.043059  0.049119  0.0044002  0.0044011
	0.23  -0.0115  -0.00057096  1.0  -0.041208  0.047484  0.0017772  0.0017775
	0.23  -0.0115  -0.0005692  1.0  -0.039867  0.046313  0.0014301  0.0014304
	0.23  -0.0115  -0.00056734  1.0  -0.039218  0.04575  0.001088  0.0010881
